Major,Year,Term,Course Code,Course Name,Hours
Hospitality Management,Third Year,First Semester,BADM 310,BADM 310,3
Hospitality Management,Third Year,Second Semester,MCB 100,MCB 100,3
Hospitality Management,Third Year,First Semester,,General Education course,3
Hospitality Management,Third Year,Second Semester,MCB 101,MCB 101,2
Hospitality Management,Third Year,First Semester,,General Education course,4
Hospitality Management,Third Year,Second Semester,BADM 300,BADM 300,3
Hospitality Management,Third Year,First Semester,,General Education course,3
Hospitality Management,Fourth Year,First Semester,PSYC 245,PSYC 245,3
Hospitality Management,Fourth Year,Second Semester,FSHN 442,FSHN 442,3
Hospitality Management,Fourth Year,First Semester,BADM 320,BADM 320,3
Hospitality Management,Fourth Year,Second Semester,FSHN 443,FSHN 443,4
Hospitality Management,Fourth Year,First Semester,FSHN 441,FSHN 441,3
Hospitality Management,Fourth Year,Second Semester,LEAD 321,LEAD 321,3
Hospitality Management,Fourth Year,First Semester,FSHN 439,FSHN 439,2
Hospitality Management,Fourth Year,Second Semester,,General Education course,3
Hospitality Management,Fourth Year,First Semester,FSHN 293,FSHN 293,4
Hospitality Management,Fourth Year,Second Semester,,Advanced Level Free Elective course,1
Human Development & Family Studies,First Year,First Semester,HDFS 101,HDFS 101,1
Human Development & Family Studies,First Year,Second Semester,,HDFS Diversity course,3
Human Development & Family Studies,First Year,First Semester,HDFS 105,HDFS 105,3
Human Development & Family Studies,First Year,Second Semester,,General Education,3
Human Development & Family Studies,First Year,First Semester,HDFS 120,HDFS 120,3
Human Development & Family Studies,First Year,Second Semester,CMN 101,CMN 101,3
Human Development & Family Studies,First Year,First Semester,,Composition I (or CMN 101 or CMN 111),4
Human Development & Family Studies,First Year,Second Semester,STAT 100,STAT 100,3
Human Development & Family Studies,First Year,First Semester,,Language Other than English (3rd level),4
Human Development & Family Studies,First Year,Second Semester,,General Education,3
Human Development & Family Studies,Second Year,First Semester,PSYC 100,PSYC 100,4
Human Development & Family Studies,Second Year,Second Semester,SOC 100,SOC 100,4
Human Development & Family Studies,Second Year,First Semester,,HDFS Relationships/Family Course,3
Human Development & Family Studies,Second Year,Second Semester,HDFS 290,HDFS 290,4
Human Development & Family Studies,Second Year,First Semester,,HDFS Diversity course,3
Human Development & Family Studies,Second Year,Second Semester,,HDFS Child/Adolescent Development course,4
Human Development & Family Studies,Second Year,First Semester,,Free Elective course,3
Human Development & Family Studies,Second Year,Second Semester,,General Education course,3
Human Development & Family Studies,Second Year,First Semester,,General Education course,3
Human Development & Family Studies,Second Year,Second Semester,,Free Elective Course,3
Human Development & Family Studies,Third Year,First Semester,ACE 240,ACE 240,3
Human Development & Family Studies,Third Year,Second Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Third Year,First Semester,,HDFS Applied course,4
Human Development & Family Studies,Third Year,Second Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Third Year,First Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Third Year,Second Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Third Year,First Semester,,HDFS Health course,3
Human Development & Family Studies,Third Year,Second Semester,,General Education course,3
Human Development & Family Studies,Third Year,First Semester,,General Education course,3
Human Development & Family Studies,Third Year,Second Semester,,General Education course,3
Human Development & Family Studies,Third Year,First Semester,,Free elective course,1
Human Development & Family Studies,Fourth Year,First Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Fourth Year,Second Semester,,HDFS Individualized Plan course,3
Human Development & Family Studies,Fourth Year,First Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,Second Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,First Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,Second Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,First Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,Second Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,First Semester,,Free elective course,3
Human Development & Family Studies,Fourth Year,Second Semester,,Free elective course,3
Industrial Engineering,First Year,First Semester,SE 100,SE 100,1
Industrial Engineering,First Year,Second Semester,CS 101,CS 101,3
Industrial Engineering,First Year,First Semester,MATH 221,MATH 221,4
Industrial Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Industrial Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Industrial Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Industrial Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Industrial Engineering,First Year,Second Semester,ECE 110,ECE 110,3
Industrial Engineering,First Year,First Semester,ENG 100,ENG 100,1
Industrial Engineering,First Year,Second Semester,SE 101,SE 101 or Composition I course,3-4
Industrial Engineering,First Year,First Semester,,Composition I course or SE 101,4-3
Industrial Engineering,Second Year,First Semester,SE 261,SE 261,2
Industrial Engineering,Second Year,Second Semester,IE 300,IE 300,3
Industrial Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Industrial Engineering,Second Year,Second Semester,MATH 285,MATH 285,3
Industrial Engineering,Second Year,First Semester,PHYS 212,PHYS 212,4
Industrial Engineering,Second Year,Second Semester,PHYS 213,PHYS 213,2
Industrial Engineering,Second Year,First Semester,TAM 211,TAM 211,3
Industrial Engineering,Second Year,Second Semester,TAM 212,TAM 212,3
Industrial Engineering,Second Year,First Semester,ECON 102,ECON 102 or ECON 103 (Counts as General Education course),3
Industrial Engineering,Second Year,Second Semester,TAM 251,TAM 251,3
Industrial Engineering,Second Year,First Semester,SE 290,SE 290,0
Industrial Engineering,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Industrial Engineering,Third Year,First Semester,IE 310,IE 310,3
Industrial Engineering,Third Year,Second Semester,IE 361,IE 361,3
Industrial Engineering,Third Year,First Semester,MATH 257,MATH 257,3
Industrial Engineering,Third Year,Second Semester,IE 370,IE 370,3
Industrial Engineering,Third Year,First Semester,IE 360,IE 360,3
Industrial Engineering,Third Year,Second Semester,,Track Option course,3
Industrial Engineering,Third Year,First Semester,ME 330,ME 330,4
Industrial Engineering,Third Year,Second Semester,,Track Option course,3
Industrial Engineering,Third Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Industrial Engineering,Third Year,Second Semester,,IE Technical elective course,3
Industrial Engineering,Fourth Year,First Semester,IE 400,IE 400,3
Industrial Engineering,Fourth Year,Second Semester,IE 371,IE 371,3
Industrial Engineering,Fourth Year,First Semester,,Track Option course,3
Industrial Engineering,Fourth Year,Second Semester,,Language Other Than English (3rd level) course or SE 494 & SE 495,4-5
Industrial Engineering,Fourth Year,First Semester,SE 494,SE 494 & SE 495 or Language Other Than English (3rd level) course,5-4
Industrial Engineering,Fourth Year,Second Semester,,Track Option course,3
Industrial Engineering,Fourth Year,First Semester,,Computer Science Elective course,3
Industrial Engineering,Fourth Year,Second Semester,,Free elective course,4
Industrial Engineering,Fourth Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Industrial Engineering,Fourth Year,Second Semester,,Free elective course,3
Information Sciences + Data Science,First Year,First Semester,IS 100,IS 100,1
Information Sciences + Data Science,First Year,Second Semester,IS 202,IS 202,3
Information Sciences + Data Science,First Year,First Semester,IS 101,IS 101,3
Information Sciences + Data Science,First Year,Second Semester,IS 107,IS 107,4
Information Sciences + Data Science,First Year,First Semester,MATH 220,MATH 220,5
Information Sciences + Data Science,First Year,Second Semester,,IS 1XX-2XX Level Elective,3
Information Sciences + Data Science,First Year,First Semester,,Comp. I or Language Other than English (3rd level),4
Information Sciences + Data Science,First Year,Second Semester,,Language Other than English (3rd level) or Comp. I,4
Information Sciences + Data Science,First Year,First Semester,,General Education course,3
Information Sciences + Data Science,First Year,Second Semester,,Free elective course,1
Information Sciences + Data Science,Second Year,First Semester,IS 204,IS 204,3
Information Sciences + Data Science,Second Year,Second Semester,IS 206,IS 206,3
Information Sciences + Data Science,Second Year,First Semester,,IS 1XX-2XX Level Elective,3
Information Sciences + Data Science,Second Year,Second Semester,MATH 227,MATH 227,3
Information Sciences + Data Science,Second Year,First Semester,STAT 207,STAT 207,4
Information Sciences + Data Science,Second Year,Second Semester,,IS 1XX-2XX Level Elective,3
Information Sciences + Data Science,Second Year,First Semester,,Meaningful Research or Discovery Experience,1
Information Sciences + Data Science,Second Year,Second Semester,,General Education course,3
Information Sciences + Data Science,Second Year,First Semester,,General Education course,3
Information Sciences + Data Science,Second Year,Second Semester,,Free elective course,3
Information Sciences + Data Science,Second Year,First Semester,,Free elective course,2
Information Sciences + Data Science,Third Year,First Semester,IS 308,IS 308,3
Information Sciences + Data Science,Third Year,Second Semester,IS 467,IS 467,3
Information Sciences + Data Science,Third Year,First Semester,,IS 1XX-2XX Level Elective,3
Information Sciences + Data Science,Third Year,Second Semester,CS 277,CS 277,4
Information Sciences + Data Science,Third Year,First Semester,,IS 3XX-4XX Level Elective,3
Information Sciences + Data Science,Third Year,Second Semester,,IS 3XX-4XX Level Elective,3
Information Sciences + Data Science,Third Year,First Semester,,General Education course,3
Information Sciences + Data Science,Third Year,Second Semester,,Meaningful Research or Discovery Experience,1
Information Sciences + Data Science,Third Year,First Semester,,Meaningful Research or Discovery Experience,1
Information Sciences + Data Science,Third Year,Second Semester,,General Education course,3
Information Sciences + Data Science,Third Year,First Semester,,Free elective course,2
Information Sciences + Data Science,Third Year,Second Semester,,Free elective course,2
Information Sciences + Data Science,Fourth Year,First Semester,CS 307,CS 307,4
Information Sciences + Data Science,Fourth Year,Second Semester,IS 477,IS 477,3
Information Sciences + Data Science,Fourth Year,First Semester,,IS 3XX-4XX Level Elective,3
Information Sciences + Data Science,Fourth Year,Second Semester,,IS 3XX-4XX Level Elective,3
Information Sciences + Data Science,Fourth Year,First Semester,,Meaningful Research or Discovery Experience,3
Information Sciences + Data Science,Fourth Year,Second Semester,,Free elective course,3
Information Sciences + Data Science,Fourth Year,First Semester,,Free elective course,3
Information Sciences + Data Science,Fourth Year,Second Semester,,Free elective course,3
Information Sciences + Data Science,Fourth Year,First Semester,,Free elective course,2
Information Sciences + Data Science,Fourth Year,Second Semester,,Free elective course,3
Information Systems,First Year,First Semester,BUS 101,BUS 101,3
Information Systems,First Year,Second Semester,ECON 103,ECON 103,3
Information Systems,First Year,First Semester,ECON 102,ECON 102,3
Information Systems,First Year,Second Semester,CS 105,CS 105,3
Information Systems,First Year,First Semester,,Composition I or CMN 101,4
Information Systems,First Year,Second Semester,FIN 221,FIN 221,3
Information Systems,First Year,First Semester,,Language Other than English (3rd level),4
Information Systems,First Year,Second Semester,,Composition I or CMN 101,3
Information Systems,First Year,First Semester,,Business Core Math,3
Information Systems,First Year,Second Semester,,General Education course,4
