Major,Year,Term,Course Code,Course Name,Hours
Marketing,Second Year,Second Semester,ACCY 202,ACCY 202,3
Marketing,Second Year,First Semester,,General Education course,3
Marketing,Second Year,Second Semester,,General Education course,4
Marketing,Third Year,First Semester,BUS 301,BUS 301,3
Marketing,Third Year,Second Semester,BADM 325,BADM 325,3
Marketing,Third Year,First Semester,BADM 300,BADM 300,3
Marketing,Third Year,Second Semester,,BADM Marketing Major Elective,3
Marketing,Third Year,First Semester,BADM 322,BADM 322,3
Marketing,Third Year,Second Semester,,BADM Marketing Major Elective,3
Marketing,Third Year,First Semester,,BADM Marketing Major elective,3
Marketing,Third Year,Second Semester,,General Education course,3
Marketing,Third Year,First Semester,,General Education course,3
Marketing,Third Year,Second Semester,,General Education course,3
Marketing,Fourth Year,First Semester,BUS 401,BUS 401,3
Marketing,Fourth Year,Second Semester,BADM 449,BADM 449,3
Marketing,Fourth Year,First Semester,BADM 420,BADM 420,3
Marketing,Fourth Year,Second Semester,,BADM Marketing Major Elective,3
Marketing,Fourth Year,First Semester,,BADM Marketing Major Elective,3
Marketing,Fourth Year,Second Semester,,BADM Marketing Major Elective,3
Marketing,Fourth Year,First Semester,,General Education course,3
Marketing,Fourth Year,Second Semester,,General Education course,3
Marketing,Fourth Year,First Semester,,Free elective,3
Marketing,Fourth Year,Second Semester,,Free elective,3
Materials Science and Engineering,First Year,First Semester,MSE 182,MSE 182,2
Materials Science and Engineering,First Year,Second Semester,MSE 183,MSE 183,1
Materials Science and Engineering,First Year,First Semester,MATH 221,MATH 221,4
Materials Science and Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Materials Science and Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Materials Science and Engineering,First Year,Second Semester,CHEM 104,CHEM 104,3
Materials Science and Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Materials Science and Engineering,First Year,Second Semester,CHEM 105,CHEM 105,1
Materials Science and Engineering,First Year,First Semester,ENG 100,ENG 100,1
Materials Science and Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Materials Science and Engineering,First Year,First Semester,,Composition I or General Education (Choose a Humanities or Social/Behavioral Science course),4-3
Materials Science and Engineering,First Year,Second Semester,,General Education (Choose a Humanities or Social/Behavioral Science course) or Composition I course,3-4
Materials Science and Engineering,First Year,First Semester,CS 101,CS 101,3
Materials Science and Engineering,Second Year,First Semester,MSE 201,MSE 201,3
Materials Science and Engineering,Second Year,Second Semester,MSE 206,MSE 206,4
Materials Science and Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Materials Science and Engineering,Second Year,Second Semester,MATH 285,MATH 285,3
Materials Science and Engineering,Second Year,First Semester,MATH 257,MATH 257,3
Materials Science and Engineering,Second Year,Second Semester,ECE 205,ECE 205,3
Materials Science and Engineering,Second Year,First Semester,PHYS 212,PHYS 212,4
Materials Science and Engineering,Second Year,Second Semester,PHYS 214,PHYS 214,2
Materials Science and Engineering,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Materials Science and Engineering,Second Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Mechanical Engineering,First Year,First Semester,ENG 100,ENG 100,1
Mechanical Engineering,First Year,Second Semester,CS 101,CS 101,3
Mechanical Engineering,First Year,First Semester,MATH 221,MATH 221,4
Mechanical Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Mechanical Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Mechanical Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Mechanical Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Mechanical Engineering,First Year,Second Semester,,Science elective course,4
Mechanical Engineering,First Year,First Semester,ECON 102,ECON 102,3
Mechanical Engineering,First Year,Second Semester,ME 170,ME 170 or Composition I course,3-4
Mechanical Engineering,First Year,First Semester,,Composition I course or ME 170,3-4
Mechanical Engineering,Second Year,First Semester,ME 270,ME 270,3
Mechanical Engineering,Second Year,Second Semester,ME 200,ME 200,3
Mechanical Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Mechanical Engineering,Second Year,Second Semester,MATH 285,MATH 285,3
Mechanical Engineering,Second Year,First Semester,PHYS 212,PHYS 212,4
Mechanical Engineering,Second Year,Second Semester,ECE 205,ECE 205,3
Mechanical Engineering,Second Year,First Semester,MATH 257,MATH 257,3
Mechanical Engineering,Second Year,Second Semester,TAM 212,TAM 212,3
Mechanical Engineering,Second Year,First Semester,TAM 210,TAM 210,2
Mechanical Engineering,Second Year,Second Semester,TAM 251,TAM 251,3
Mechanical Engineering,Second Year,First Semester,ME 290,ME 290,0
Mechanical Engineering,Third Year,First Semester,ME 310,ME 310,4
Mechanical Engineering,Third Year,Second Semester,ME 320,ME 320,4
Mechanical Engineering,Third Year,First Semester,ME 340,ME 340,3.5
Mechanical Engineering,Third Year,Second Semester,ME 360,ME 360,3.5
Mechanical Engineering,Third Year,First Semester,ECE 206,ECE 206,1
Mechanical Engineering,Third Year,Second Semester,ME 371,ME 371,3
Mechanical Engineering,Third Year,First Semester,ME 330,ME 330,4
Mechanical Engineering,Third Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Mechanical Engineering,Third Year,First Semester,ME 370,ME 370,3
Mechanical Engineering,Third Year,Second Semester,,Language Other Than English (3rd level) course,4
Mechanical Engineering,Fourth Year,First Semester,,Statistics elective course,3
Mechanical Engineering,Fourth Year,Second Semester,,MechSE elective course,3
Mechanical Engineering,Fourth Year,First Semester,,MechSE elective course,3
Mechanical Engineering,Fourth Year,Second Semester,,Technical elective course or ME 470,3
Mechanical Engineering,Fourth Year,First Semester,ME 470,ME 470,3
Mechanical Engineering,Fourth Year,Second Semester,,Technical elective course,3
Mechanical Engineering,Fourth Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Mechanical Engineering,Fourth Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Mechanical Engineering,Fourth Year,First Semester,,Free elective course,4
Mechanical Engineering,Fourth Year,Second Semester,,Free elective course,3
Media & Cinema Studies,First Year,First Semester,MACS 101,MACS 101,3
Media & Cinema Studies,First Year,Second Semester,,History Core Course,3
Media & Cinema Studies,First Year,First Semester,,Composition I or General Education Course,4
Media & Cinema Studies,First Year,Second Semester,,General Education course,3
Media & Cinema Studies,First Year,First Semester,,General Education Course,3
Media & Cinema Studies,First Year,Second Semester,,General education Course or Composition I,4
Media & Cinema Studies,First Year,First Semester,,Language Other Than English (3rd level),4
Media & Cinema Studies,First Year,Second Semester,,General Education Course,3
Media & Cinema Studies,First Year,First Semester,,Elective,1
Media & Cinema Studies,First Year,Second Semester,,Elective,3
Media & Cinema Studies,Second Year,First Semester,,Methods Core Course,3
Media & Cinema Studies,Second Year,Second Semester,,Theory Core Course,3
Media & Cinema Studies,Second Year,First Semester,,General Education Course,3
Media & Cinema Studies,Second Year,Second Semester,,Media Elective,3
Media & Cinema Studies,Second Year,First Semester,,General Education Course,3
Media & Cinema Studies,Second Year,Second Semester,,General Education course,3
Media & Cinema Studies,Second Year,First Semester,,General Education Course,3
Media & Cinema Studies,Second Year,Second Semester,,General Education course,3
Media & Cinema Studies,Second Year,First Semester,,Elective,3
Media & Cinema Studies,Second Year,Second Semester,,Elective,3
Media & Cinema Studies,Third Year,First Semester,,Production Core Course,4
Media & Cinema Studies,Third Year,Second Semester,,MACS Elective,3
Media & Cinema Studies,Third Year,First Semester,,MACS Elective,3
Media & Cinema Studies,Third Year,Second Semester,,MACS Elective,3
Media & Cinema Studies,Third Year,First Semester,,General Education Course,3
Media & Cinema Studies,Third Year,Second Semester,,General Education Course,3
Media & Cinema Studies,Third Year,First Semester,,Elective,3
Media & Cinema Studies,Third Year,Second Semester,,Elective,3
Media & Cinema Studies,Third Year,First Semester,,Elective,3
Media & Cinema Studies,Third Year,Second Semester,,Elective,3
Media & Cinema Studies,Third Year,First Semester,,Elective,2
Media & Cinema Studies,Fourth Year,First Semester,,Capstone Course,3
Media & Cinema Studies,Fourth Year,Second Semester,,MACS Elective,3
Media & Cinema Studies,Fourth Year,First Semester,,Media Elective,3
Media & Cinema Studies,Fourth Year,Second Semester,,Elective,3
Media & Cinema Studies,Fourth Year,First Semester,,Elective,3
Media & Cinema Studies,Fourth Year,Second Semester,,Elective,3
Media & Cinema Studies,Fourth Year,First Semester,,Elective,3
Media & Cinema Studies,Fourth Year,Second Semester,,Elective,3
Media & Cinema Studies,Fourth Year,First Semester,,Elective,3
Media & Cinema Studies,Fourth Year,Second Semester,,Elective,3
Middle Grades Education,First Year,First Semester,EDUC 101,EDUC 101,1
Middle Grades Education,First Year,Second Semester,,Composition I or General Education course,3
Middle Grades Education,First Year,First Semester,EDUC 201,EDUC 201,3
Middle Grades Education,First Year,Second Semester,,General Education course,3
Middle Grades Education,First Year,First Semester,,Language Other Than English (3rd level) or Elective course,4
Middle Grades Education,First Year,Second Semester,,General Education course,3
Middle Grades Education,First Year,First Semester,,Composition I or General Education course,4
Middle Grades Education,First Year,Second Semester,,General Education course,3
Middle Grades Education,First Year,First Semester,,General Education course,3
Middle Grades Education,First Year,Second Semester,,Elective course,3
Middle Grades Education,Second Year,First Semester,EPSY 201,EPSY 201,3
Middle Grades Education,Second Year,Second Semester,EDUC 202,EDUC 202,3
Middle Grades Education,Second Year,First Semester,,Concentration course,3
Middle Grades Education,Second Year,Second Semester,,Concentration course,3
Middle Grades Education,Second Year,First Semester,,Concentration course,3
Middle Grades Education,Second Year,Second Semester,,Concentration course,3
Middle Grades Education,Second Year,First Semester,,General Education course,3
Middle Grades Education,Second Year,Second Semester,,General Education course,3
Middle Grades Education,Second Year,First Semester,,General Education course,3
Middle Grades Education,Second Year,Second Semester,,Elective course,3
Middle Grades Education,Third Year,First Semester,CI 410,CI 410,3
Middle Grades Education,Third Year,Second Semester,CI 415,CI 415,3
Middle Grades Education,Third Year,First Semester,CI 467,CI 467,3
Middle Grades Education,Third Year,Second Semester,,Concentration course,3
Middle Grades Education,Third Year,First Semester,CI 471,CI 471,3
Middle Grades Education,Third Year,Second Semester,,Concentration course,3
Middle Grades Education,Third Year,First Semester,EPSY 430,EPSY 430,3
Middle Grades Education,Third Year,Second Semester,,Concentration course,3
Middle Grades Education,Third Year,First Semester,,Elective course,2
Middle Grades Education,Third Year,Second Semester,,Concentration course,3
Middle Grades Education,Fourth Year,First Semester,CI 402,CI 402,3
Middle Grades Education,Fourth Year,Second Semester,CI 404,CI 404,3
Middle Grades Education,Fourth Year,First Semester,CI 476,CI 476,3
Middle Grades Education,Fourth Year,Second Semester,EDPR 442,EDPR 442,12
Middle Grades Education,Fourth Year,First Semester,EDPR 250,EDPR 250,4
Middle Grades Education,Fourth Year,First Semester,SPED 405,SPED 405,3
Middle Grades Education,Fourth Year,First Semester,,Elective course,3
Natural Resources & Environmental Sciences,First Year,First Semester,NRES 102,NRES 102,3
Natural Resources & Environmental Sciences,First Year,Second Semester,CHEM 102,CHEM 102,3
Natural Resources & Environmental Sciences,First Year,First Semester,ACES 101,ACES 101,2
Natural Resources & Environmental Sciences,First Year,Second Semester,CHEM 103,CHEM 103,1
Natural Resources & Environmental Sciences,First Year,First Semester,IB 104,IB 104,4
Natural Resources & Environmental Sciences,First Year,Second Semester,,Communications Requirement or Composition I,4
Natural Resources & Environmental Sciences,First Year,First Semester,,Communications Requirement or Composition I,3
Natural Resources & Environmental Sciences,First Year,Second Semester,,Math Requirement,4
Natural Resources & Environmental Sciences,First Year,First Semester,,Language Other than English (3rd level),4
Natural Resources & Environmental Sciences,First Year,Second Semester,IB 103,IB 103,4
Natural Resources & Environmental Sciences,Second Year,First Semester,NRES 219,NRES 219,3
Natural Resources & Environmental Sciences,Second Year,Second Semester,NRES 287,NRES 287,3
Natural Resources & Environmental Sciences,Second Year,First Semester,CHEM 104,CHEM 104,3
Natural Resources & Environmental Sciences,Second Year,Second Semester,NRES 201,NRES 201,4
Natural Resources & Environmental Sciences,Second Year,First Semester,CHEM 105,CHEM 105,1
Natural Resources & Environmental Sciences,Second Year,Second Semester,,Statistics Requirement,3
Natural Resources & Environmental Sciences,Second Year,First Semester,ACE 100,ACE 100,4
Natural Resources & Environmental Sciences,Second Year,Second Semester,,General Education course,3
Natural Resources & Environmental Sciences,Second Year,First Semester,,Choose additional course from Science Requirement list,3
Natural Resources & Environmental Sciences,Second Year,Second Semester,,Free Elective Course,3
Natural Resources & Environmental Sciences,Second Year,First Semester,,General Education course,3
Natural Resources & Environmental Sciences,Third Year,First Semester,NRES 454,NRES 454,4
Natural Resources & Environmental Sciences,Third Year,Second Semester,NRES 421,NRES 421,3
Natural Resources & Environmental Sciences,Third Year,First Semester,NRES 348,NRES 348,3
Natural Resources & Environmental Sciences,Third Year,Second Semester,,Concentration course,4
Natural Resources & Environmental Sciences,Third Year,First Semester,,Field Experience course,2
Natural Resources & Environmental Sciences,Third Year,Second Semester,,Concentration course,3
Natural Resources & Environmental Sciences,Third Year,First Semester,,Free Elective Course,3
Natural Resources & Environmental Sciences,Third Year,Second Semester,,General Education course,3
Natural Resources & Environmental Sciences,Third Year,First Semester,,General Education Course,3
Natural Resources & Environmental Sciences,Third Year,Second Semester,,Free Elective course,3
Natural Resources & Environmental Sciences,Fourth Year,First Semester,NRES 385,NRES 385,2
Natural Resources & Environmental Sciences,Fourth Year,Second Semester,NRES 456,NRES 456,3
Natural Resources & Environmental Sciences,Fourth Year,First Semester,NRES 325,NRES 325,3
Natural Resources & Environmental Sciences,Fourth Year,Second Semester,,Concentration course,3
Natural Resources & Environmental Sciences,Fourth Year,First Semester,,Concentration course,3
Natural Resources & Environmental Sciences,Fourth Year,Second Semester,,Concentration course,3
Natural Resources & Environmental Sciences,Fourth Year,First Semester,,Concentration course,3
Natural Resources & Environmental Sciences,Fourth Year,Second Semester,,General Education course,3
Natural Resources & Environmental Sciences,Fourth Year,First Semester,,Free Elective course,4
Natural Resources & Environmental Sciences,Fourth Year,Second Semester,,Free Elective course,3
Neural Engineering,First Year,First Semester,ENG 100,ENG 100,1
Neural Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Neural Engineering,First Year,First Semester,MATH 221,MATH 221,4
Neural Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Neural Engineering,First Year,First Semester,NE 100,NE 100,2
Neural Engineering,First Year,Second Semester,CS 101,CS 101,3
Neural Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Neural Engineering,First Year,Second Semester,MCB 150,MCB 150 or Composition I course,4
Neural Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Neural Engineering,First Year,Second Semester,CHEM 104,CHEM 104,3
Neural Engineering,First Year,First Semester,,Composition I course or MCB 150,4
Neural Engineering,First Year,Second Semester,CHEM 105,CHEM 105,1
Neural Engineering,First Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Neural Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Neural Engineering,Second Year,Second Semester,MATH 285,MATH 285,3
Neural Engineering,Second Year,First Semester,PHYS 212,PHYS 212,4
Neural Engineering,Second Year,Second Semester,CHEM 232,CHEM 232,4
Neural Engineering,Second Year,First Semester,MCB 250,MCB 250,3
Neural Engineering,Second Year,Second Semester,MCB 252,MCB 252,3
Neural Engineering,Second Year,First Semester,BIOE 210,BIOE 210,3
Neural Engineering,Second Year,Second Semester,BIOE 310,BIOE 310,3
Neural Engineering,Second Year,First Semester,PSYC 100,PSYC 100,4
Neural Engineering,Second Year,Second Semester,BIOE 205,BIOE 205,3
Neural Engineering,Third Year,First Semester,NE 330,NE 330,3
Neural Engineering,Third Year,Second Semester,NE 420,NE 420,3
Neural Engineering,Third Year,First Semester,NE 410,NE 410,3
Neural Engineering,Third Year,Second Semester,NE 422,NE 422,3
Neural Engineering,Third Year,First Semester,,Neural Engineering Technical elective course,3
Neural Engineering,Third Year,Second Semester,,Neural Engineering Technical elective course,3
Neural Engineering,Third Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Neural Engineering,Third Year,Second Semester,,Language Other Than English (3rd level) course,4
Neural Engineering,Third Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Neural Engineering,Fourth Year,First Semester,NE 412,NE 412,3
Neural Engineering,Fourth Year,Second Semester,NE 402,NE 402,4
Neural Engineering,Fourth Year,First Semester,NE 430,NE 430,3
Neural Engineering,Fourth Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course that is also Advanced Composition),3
Neural Engineering,Fourth Year,First Semester,NE 431,NE 431,4
Neural Engineering,Fourth Year,Second Semester,,Neural Engineering Technical elective course,3
Neural Engineering,Fourth Year,First Semester,,Neural Engineering Technical elective course,3
Neural Engineering,Fourth Year,Second Semester,,Free elective course,4
Neural Engineering,Fourth Year,First Semester,,Free elective course,3
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,NPRE 100,NPRE 100,1
"Nuclear, Plasma, & Radiological Engineering",First Year,Second Semester,CS 101,CS 101,3
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,MATH 221,MATH 221,4
"Nuclear, Plasma, & Radiological Engineering",First Year,Second Semester,MATH 231,MATH 231,3
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,ENG 100,ENG 100,1
"Nuclear, Plasma, & Radiological Engineering",First Year,Second Semester,PHYS 211,PHYS 211,4
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,CHEM 102,CHEM 102,3
"Nuclear, Plasma, & Radiological Engineering",First Year,Second Semester,,Language Other than English (3rd level) or Composition I,4
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,CHEM 103,CHEM 103,1
"Nuclear, Plasma, & Radiological Engineering",First Year,Second Semester,ECON 102,ECON 102,3
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,,Composition I or Language Other than English (3rd level),4
"Nuclear, Plasma, & Radiological Engineering",First Year,First Semester,,General Education course (choose a Humanities or Social/Behavorial Science course with Cultural Studies designation),3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,NPRE 200,NPRE 200,2
"Nuclear, Plasma, & Radiological Engineering",Second Year,Second Semester,NPRE 247,NPRE 247,3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,MATH 241,MATH 241,4
"Nuclear, Plasma, & Radiological Engineering",Second Year,Second Semester,MATH 285,MATH 285,3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,PHYS 212,PHYS 212,4
"Nuclear, Plasma, & Radiological Engineering",Second Year,Second Semester,ME 200,ME 200,3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,TAM 210,TAM 210,2
"Nuclear, Plasma, & Radiological Engineering",Second Year,Second Semester,TAM 212,TAM 212,3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavorial Science course with Cultural Studies designation),3
"Nuclear, Plasma, & Radiological Engineering",Second Year,Second Semester,,Free elective course,3
"Nuclear, Plasma, & Radiological Engineering",Second Year,First Semester,,Free elective course,2
"Nuclear, Plasma, & Radiological Engineering",Third Year,First Semester,NPRE 321,NPRE 321,3
"Nuclear, Plasma, & Radiological Engineering",Third Year,Second Semester,NPRE 349,NPRE 349,2
"Nuclear, Plasma, & Radiological Engineering",Third Year,First Semester,MATH 257,MATH 257,3
"Nuclear, Plasma, & Radiological Engineering",Third Year,Second Semester,NPRE 451,NPRE 451,3
"Nuclear, Plasma, & Radiological Engineering",Third Year,First Semester,NPRE 445,NPRE 445,4
"Nuclear, Plasma, & Radiological Engineering",Third Year,Second Semester,NPRE 455,NPRE 455,4
"Nuclear, Plasma, & Radiological Engineering",Third Year,First Semester,TAM 335,TAM 335,4
"Nuclear, Plasma, & Radiological Engineering",Third Year,Second Semester,ECE 205,ECE 205,3
"Nuclear, Plasma, & Radiological Engineering",Third Year,First Semester,,General Education course (choose a Humanities or Social/Behavorial Science course with Cultural Studies designation),3
"Nuclear, Plasma, & Radiological Engineering",Third Year,Second Semester,,Concentration Coursework,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,NPRE 321,NPRE 321,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,Second Semester,NPRE 441,NPRE 441,4
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,NPRE 449,NPRE 449,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,Second Semester,NPRE 458,NPRE 458,4
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,,Concentration Coursework,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,Second Semester,,Concentration Coursework,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,,Concentration Coursework,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,Second Semester,,Concentration Coursework,3
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,,Concentration Coursework,2
"Nuclear, Plasma, & Radiological Engineering",Fourth Year,First Semester,,Free Elective course,2
Nutrition & Health,First Year,First Semester,FSHN 123,FSHN 123,1
Nutrition & Health,First Year,Second Semester,CHEM 102,CHEM 102,3
Nutrition & Health,First Year,First Semester,,Composition I or Speech,4
Nutrition & Health,First Year,Second Semester,CHEM 103,CHEM 103,1
Nutrition & Health,First Year,First Semester,FSHN 101,FSHN 101,3
Nutrition & Health,First Year,Second Semester,,Speech or Composition I,3
Nutrition & Health,First Year,First Semester,,Statistics Option,3
Nutrition & Health,First Year,Second Semester,,Calculus Option,4
Nutrition & Health,First Year,First Semester,,General Education Course,3
Nutrition & Health,First Year,Second Semester,,Language Other than English (3rd level),4
Nutrition & Health,First Year,First Semester,FSHN 125,FSHN 125,1
Nutrition & Health,Second Year,First Semester,CHEM 104,CHEM 104,3
Nutrition & Health,Second Year,Second Semester,FSHN 426,FSHN 426,3
Nutrition & Health,Second Year,First Semester,CHEM 105,CHEM 105,1
Nutrition & Health,Second Year,Second Semester,FSHN 322,FSHN 322,3
Nutrition & Health,Second Year,First Semester,FSHN 220,FSHN 220,4
Nutrition & Health,Second Year,Second Semester,CHEM 232,CHEM 232,4
Nutrition & Health,Second Year,First Semester,MCB 244,MCB 244,3
Nutrition & Health,Second Year,Second Semester,CHEM 233,CHEM 233,2
Nutrition & Health,Second Year,First Semester,,General Education Course,4
Nutrition & Health,Second Year,Second Semester,MCB 246,MCB 246,3
Nutrition & Health,Third Year,First Semester,FSHN 420,FSHN 420,3
Nutrition & Health,Third Year,Second Semester,FSHN 427,FSHN 427,3
Nutrition & Health,Third Year,First Semester,MCB 100,MCB 100,3
Nutrition & Health,Third Year,Second Semester,,Free Elective Course,4
Nutrition & Health,Third Year,First Semester,MCB 101,MCB 101,2
Nutrition & Health,Third Year,Second Semester,,General Education Course,3
Nutrition & Health,Third Year,First Semester,,Free Elective Course,4
Nutrition & Health,Third Year,Second Semester,,General Education Course,3
Nutrition & Health,Third Year,First Semester,,General Education Course,3
Nutrition & Health,Third Year,Second Semester,,Free Elective Course,3
Nutrition & Health,Fourth Year,First Semester,FSHN 422,FSHN 422,3
Nutrition & Health,Fourth Year,Second Semester,FSHN 424,FSHN 424,3
Nutrition & Health,Fourth Year,First Semester,FSHN 417,FSHN 417,3
Nutrition & Health,Fourth Year,Second Semester,,General Education Course,3
Nutrition & Health,Fourth Year,First Semester,MCB 450,MCB 450,3
Nutrition & Health,Fourth Year,Second Semester,,General Education Course,4
Nutrition & Health,Fourth Year,First Semester,,General Education Course,3
Nutrition & Health,Fourth Year,Second Semester,,Free Elective Course,3
Nutrition & Health,Fourth Year,First Semester,,Free Elective Course,3
Nutrition & Health,Fourth Year,Second Semester,,Free Elective course,4
Nutrition & Health,Fourth Year,First Semester,,Free Elective Course,3
Operations Management,First Year,First Semester,BUS 101,BUS 101,3
Operations Management,First Year,Second Semester,ECON 103,ECON 103,3
Operations Management,First Year,First Semester,ECON 102,ECON 102,3
Operations Management,First Year,Second Semester,CS 105,CS 105,3
Operations Management,First Year,First Semester,,Composition I or CMN 101,4
Operations Management,First Year,Second Semester,FIN 221,FIN 221,3
Operations Management,First Year,First Semester,,Language Other than English (3rd level),4
Operations Management,First Year,Second Semester,,Composition I or CMN 101,3
Operations Management,First Year,First Semester,,Business Core Math,3
Operations Management,First Year,Second Semester,,General Education course,4
Operations Management,Second Year,First Semester,BUS 201,BUS 201,3
Operations Management,Second Year,Second Semester,BADM 211,BADM 211,3
Operations Management,Second Year,First Semester,BADM 210,BADM 210,3
Operations Management,Second Year,Second Semester,BADM 275,BADM 275,3
Operations Management,Second Year,First Semester,ACCY 201,ACCY 201,3
Operations Management,Second Year,Second Semester,BADM 320,BADM 320,3
Operations Management,Second Year,First Semester,BADM 310,BADM 310,3
Operations Management,Second Year,Second Semester,ACCY 202,ACCY 202,3
Operations Management,Second Year,First Semester,,General Education course,3
Operations Management,Second Year,Second Semester,,General Education course,4
Operations Management,Third Year,First Semester,BUS 301,BUS 301,3
Operations Management,Third Year,Second Semester,BADM 374,BADM 374,3
Operations Management,Third Year,First Semester,BADM 335,BADM 335,3
Operations Management,Third Year,Second Semester,BADM 375,BADM 375,3
Operations Management,Third Year,First Semester,BADM 350,BADM 350,3
Operations Management,Third Year,Second Semester,BADM 300,BADM 300,3
Operations Management,Third Year,First Semester,,BADM Major Elective,3
Operations Management,Third Year,Second Semester,,BADM Major Elective,3
Operations Management,Third Year,First Semester,,General Education course,3
Operations Management,Third Year,Second Semester,,General Education course,3
Operations Management,Fourth Year,First Semester,BUS 401,BUS 401,3
Operations Management,Fourth Year,Second Semester,BADM 449,BADM 449,3
Operations Management,Fourth Year,First Semester,BADM 377,BADM 377,3
Operations Management,Fourth Year,Second Semester,BADM 379,BADM 379,3
Operations Management,Fourth Year,First Semester,,BADM Major Elective,3
Operations Management,Fourth Year,Second Semester,,General Education course,3
Operations Management,Fourth Year,First Semester,,General Education course,3
Operations Management,Fourth Year,Second Semester,,Free elective,3
Operations Management,Fourth Year,First Semester,,General Education course,3
Operations Management,Fourth Year,Second Semester,,Free elective,3
Physics,First Year,First Semester,PHYS 110,PHYS 110,0
Physics,First Year,Second Semester,PHYS 211,PHYS 211,4
Physics,First Year,First Semester,MATH 221,MATH 221,4
Physics,First Year,Second Semester,MATH 231,MATH 231,3
Physics,First Year,First Semester,ENG 100,ENG 100,1
Physics,First Year,Second Semester,CS 101,CS 101,3
Physics,First Year,First Semester,CHEM 102,CHEM 102,3
Physics,First Year,Second Semester,,General Education (Choose a Humanities or Social/Behavioral Science course) or Composition I course,3-4
Physics,First Year,First Semester,,Composition I or General Education (Choose a Humanities or Social/Behavioral Science course),4-3
Physics,First Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Physics,First Year,First Semester,CHEM 103,CHEM 103,1
Physics,First Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Physics,Second Year,First Semester,PHYS 212,PHYS 212,4
Physics,Second Year,Second Semester,PHYS 213,PHYS 213,2
Physics,Second Year,First Semester,MATH 241,MATH 241,4
Physics,Second Year,Second Semester,MATH 285,MATH 285,3
Physics,Second Year,First Semester,PHYS 225,PHYS 225,2
Physics,Second Year,Second Semester,PHYS 214,PHYS 214,2
Physics,Second Year,First Semester,,Track elective course,2
Physics,Second Year,Second Semester,PHYS 325,PHYS 325,3
Physics,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Physics,Second Year,Second Semester,,Track elective course,3
Physics,Second Year,First Semester,,Free elective course,4
Physics,Third Year,First Semester,PHYS 435,PHYS 435,3
Physics,Third Year,Second Semester,PHYS 486,PHYS 486,4
